	Cluster_0	Cluster_1	Cluster_2
ENSG00000024422	0.0	0.0	0.0
ENSG00000024526	0.0	0.0	0.0
ENSG00000025039	0.0	0.0	0.0
ENSG00000025156	0.0	0.0	0.0
ENSG00000025293	0.0	0.0	0.0
ENSG00000025423	0.0	0.0	0.0
ENSG00000025708	0.0	0.0	0.0
ENSG00000025770	0.0	0.0	0.0
ENSG00000025796	0.0	0.0	0.0
ENSG00000025800	0.0	0.0	0.0
ENSG00000026025	0.0	0.0	0.0
ENSG00000026103	0.0	0.0	0.0
ENSG00000026297	0.0	0.0	0.0
ENSG00000026508	0.0	0.0	0.0
ENSG00000026559	0.0	0.0	0.0
ENSG00000026652	0.0	0.0	0.0
ENSG00000026751	0.0	0.0	0.0
ENSG00000027001	0.0	0.0	0.0
ENSG00000027075	0.0	0.0	0.0
ENSG00000027644	0.0	0.0	0.0
ENSG00000027697	0.0	0.0	0.0
ENSG00000027847	0.0	0.0	0.0
ENSG00000027869	0.0	0.0	0.0
ENSG00000028116	0.0	0.0	0.0
ENSG00000028137	0.0	0.0	0.0
ENSG00000028203	0.0	0.0	0.0
ENSG00000028277	0.0	0.0	0.0
ENSG00000028528	0.0	0.0	0.0
ENSG00000028839	0.0	0.0	0.0
ENSG00000029153	0.0	0.0	0.0
ENSG00000029363	0.0	0.0	0.0
ENSG00000029534	0.0	0.0	0.0
ENSG00000029559	0.0	0.0	0.0
ENSG00000029639	0.0	0.0	0.0
ENSG00000029725	0.0	0.0	0.0
ENSG00000029993	0.0	0.0	0.0
ENSG00000030066	0.0	0.0	0.0
ENSG00000030110	0.0	0.0	0.0
ENSG00000030304	0.0	0.0	0.0
ENSG00000030419	0.0	0.0	0.0
ENSG00000030582	0.0	0.0	0.0
ENSG00000031003	0.0	0.0	0.0
ENSG00000031081	0.0	0.0	0.0
ENSG00000031691	0.0	0.0	0.0
ENSG00000031698	0.0	0.0	0.0
ENSG00000031823	0.0	0.0	0.0
ENSG00000032219	0.0	0.0	0.0
ENSG00000032444	0.0	0.0	0.0
ENSG00000032742	0.0	0.0	0.0
ENSG00000033011	0.0	0.0	0.0
ENSG00000033030	0.0	0.0	0.0
ENSG00000033050	0.0	0.0	0.0
ENSG00000033100	0.0	0.0	0.0
ENSG00000033122	0.0	0.0	0.0
ENSG00000033170	0.0	0.0	0.0
ENSG00000033178	0.0	0.0	0.0
ENSG00000033627	0.0	0.0	0.0
ENSG00000033800	0.0	0.0	0.0
ENSG00000033867	0.0	0.0	0.0
ENSG00000034053	0.0	0.0	0.0
ENSG00000034152	0.0	0.0	0.0
ENSG00000034510	0.0	0.0	0.0
ENSG00000034677	0.0	0.0	0.0
ENSG00000034693	0.0	0.0	0.0
ENSG00000034713	0.0	0.0	0.0
ENSG00000034971	0.0	0.0	0.0
ENSG00000035403	0.0	0.0	0.0
ENSG00000035499	0.0	0.0	0.0
ENSG00000035681	0.0	0.0	0.0
ENSG00000035687	0.0	0.0	0.0
ENSG00000035720	0.0	0.0	0.0
ENSG00000035862	0.0	0.0	0.0
ENSG00000035928	0.0	0.0	0.0
ENSG00000036257	0.0	0.0	0.0
ENSG00000036473	0.0	0.0	0.0
ENSG00000036530	0.0	0.0	0.0
ENSG00000036672	0.0	0.0	0.0
ENSG00000036828	0.0	0.0	0.0
ENSG00000037241	0.0	0.0	0.0
ENSG00000037280	0.0	0.0	0.0
ENSG00000037474	0.0	0.0	0.0
ENSG00000037757	0.0	0.0	0.0
ENSG00000037897	0.0	0.0	0.0
ENSG00000037965	0.0	0.0	0.0
ENSG00000038002	0.0	0.0	0.0
ENSG00000038210	0.0	0.0	0.0
ENSG00000038274	0.0	0.0	0.0
ENSG00000038358	0.0	0.0	0.0
ENSG00000038382	0.0	0.0	1.0
ENSG00000038427	0.0	1.0	0.0
ENSG00000038532	0.0	0.0	0.0
ENSG00000038945	0.0	0.0	0.0
ENSG00000039068	0.0	0.0	0.0
ENSG00000039123	0.0	0.0	0.0
ENSG00000039139	1.0	1.0	0.0
ENSG00000039319	0.0	0.0	0.0
ENSG00000039537	0.0	0.0	0.0
ENSG00000039650	0.0	0.0	0.0
ENSG00000040199	0.0	0.0	0.0
ENSG00000040531	0.0	0.0	0.0
ENSG00000040608	0.0	0.0	0.0
ENSG00000040633	0.0	0.0	0.0
ENSG00000040731	0.0	0.0	0.0
ENSG00000040933	0.0	0.0	0.0
ENSG00000041353	0.0	0.0	0.0
ENSG00000041357	0.0	0.0	0.0
ENSG00000041802	0.0	0.0	0.0
ENSG00000041880	0.0	0.0	0.0
ENSG00000041982	0.0	0.0	0.0
ENSG00000041988	0.0	0.0	0.0
ENSG00000042088	0.0	0.0	0.0
ENSG00000042286	0.0	0.0	0.0
ENSG00000042317	0.0	0.0	0.0
ENSG00000042429	0.0	0.0	0.0
ENSG00000042445	0.0	0.0	0.0
ENSG00000042493	0.0	0.0	0.0
ENSG00000042753	0.0	0.0	0.0
ENSG00000042781	1.0	1.0	1.0
ENSG00000042813	0.0	0.0	0.0
ENSG00000042832	0.0	1.0	0.0
ENSG00000043039	0.0	0.0	0.0
ENSG00000043093	0.0	0.0	0.0
ENSG00000043355	0.0	0.0	0.0
ENSG00000043462	0.0	0.0	0.0
ENSG00000043514	0.0	0.0	0.0
ENSG00000043591	0.0	0.0	0.0
ENSG00000044012	0.0	0.0	0.0
ENSG00000044090	0.0	0.0	0.0
ENSG00000044115	0.0	0.0	0.0
ENSG00000044446	0.0	0.0	0.0
ENSG00000044524	0.0	0.0	0.0
ENSG00000044574	0.0	0.0	0.0
ENSG00000046604	0.0	0.0	0.0
ENSG00000046647	0.0	0.0	0.0
ENSG00000046651	0.0	0.0	0.0
ENSG00000046653	0.0	0.0	0.0
ENSG00000046774	0.0	0.0	0.0
ENSG00000046889	0.0	0.0	0.0
ENSG00000047056	0.0	0.0	0.0
ENSG00000047230	0.0	0.0	0.0
ENSG00000047249	0.0	0.0	0.0
ENSG00000047315	0.0	0.0	0.0
ENSG00000047365	0.0	0.0	0.0
ENSG00000047410	0.0	1.0	0.0
ENSG00000047457	0.0	0.0	0.0
ENSG00000047579	0.0	0.0	0.0
ENSG00000047597	0.0	0.0	0.0
ENSG00000047617	0.0	0.0	0.0
ENSG00000047634	0.0	0.0	0.0
ENSG00000047648	0.0	0.0	0.0
ENSG00000047849	0.0	0.0	0.0
ENSG00000047932	0.0	0.0	0.0
ENSG00000047936	0.0	0.0	0.0
ENSG00000048028	0.0	0.0	0.0
ENSG00000048052	0.0	0.0	0.0
ENSG00000048140	0.0	0.0	0.0
ENSG00000048342	0.0	0.0	0.0
ENSG00000048392	0.0	0.0	0.0
ENSG00000048462	0.0	0.0	0.0
ENSG00000048540	0.0	0.0	0.0
ENSG00000048545	0.0	0.0	0.0
ENSG00000048649	0.0	0.0	0.0
ENSG00000048740	0.0	0.0	0.0
ENSG00000049089	0.0	0.0	0.0
ENSG00000049130	0.0	0.0	0.0
ENSG00000049167	0.0	0.0	0.0
ENSG00000049239	0.0	0.0	0.0
ENSG00000049245	0.0	0.0	0.0
ENSG00000049246	0.0	0.0	0.0
ENSG00000049247	0.0	0.0	0.0
ENSG00000049249	0.0	0.0	0.0
ENSG00000049323	0.0	0.0	0.0
ENSG00000049449	0.0	0.0	0.0
ENSG00000049540	0.0	0.0	0.0
ENSG00000049541	0.0	0.0	0.0
ENSG00000049618	0.0	0.0	0.0
ENSG00000049656	0.0	0.0	0.0
ENSG00000049759	0.0	0.0	0.0
ENSG00000049768	0.0	0.0	0.0
ENSG00000049860	0.0	0.0	0.0
ENSG00000050130	0.0	0.0	0.0
ENSG00000050165	0.0	0.0	0.0
ENSG00000050327	0.0	0.0	0.0
ENSG00000050344	0.0	0.0	0.0
ENSG00000050405	0.0	0.0	0.0
ENSG00000050555	0.0	0.0	0.0
ENSG00000050628	0.0	0.0	0.0
ENSG00000050730	0.0	0.0	0.0
ENSG00000050748	0.0	0.0	0.0
ENSG00000050820	0.0	0.0	0.0
ENSG00000051009	0.0	0.0	0.0
ENSG00000051108	0.0	0.0	0.0
ENSG00000051128	0.0	0.0	0.0
ENSG00000051180	0.0	0.0	0.0
ENSG00000051341	0.0	0.0	1.0
ENSG00000051382	0.0	0.0	0.0
ENSG00000051523	0.0	0.0	0.0
ENSG00000051620	0.0	0.0	0.0
ENSG00000052344	0.0	0.0	0.0
ENSG00000052723	0.0	0.0	0.0
ENSG00000052795	0.0	0.0	0.0
ENSG00000052802	0.0	0.0	0.0
ENSG00000052850	0.0	0.0	0.0
ENSG00000053254	0.0	0.0	0.0
ENSG00000053371	0.0	0.0	0.0
ENSG00000053372	0.0	0.0	0.0
ENSG00000053438	0.0	0.0	0.0
ENSG00000053501	0.0	0.0	0.0
ENSG00000053702	0.0	0.0	0.0
ENSG00000053747	0.0	0.0	0.0
ENSG00000053900	0.0	0.0	0.0
ENSG00000053918	0.0	0.0	0.0
ENSG00000054116	0.0	0.0	0.0
ENSG00000054118	0.0	0.0	0.0
ENSG00000054148	0.0	0.0	0.0
ENSG00000054179	0.0	0.0	0.0
ENSG00000054267	0.0	0.0	0.0
ENSG00000054277	0.0	0.0	0.0
ENSG00000054282	0.0	0.0	0.0
ENSG00000054356	0.0	0.0	0.0
ENSG00000054523	0.0	0.0	0.0
ENSG00000054598	0.0	0.0	0.0
ENSG00000054654	0.0	1.0	0.0
ENSG00000054796	0.0	0.0	0.0
ENSG00000054938	0.0	0.0	0.0
ENSG00000054967	0.0	0.0	0.0
ENSG00000054983	0.0	0.0	0.0
ENSG00000055044	0.0	0.0	0.0
ENSG00000055118	0.0	0.0	0.0
ENSG00000055130	0.0	0.0	0.0
ENSG00000055163	0.0	0.0	0.0
ENSG00000055208	0.0	0.0	0.0
ENSG00000055332	0.0	0.0	0.0
ENSG00000055483	0.0	0.0	1.0
ENSG00000055917	0.0	0.0	0.0
ENSG00000055955	0.0	0.0	0.0
ENSG00000055957	0.0	0.0	0.0
ENSG00000056291	0.0	0.0	0.0
ENSG00000056558	0.0	0.0	0.0
ENSG00000056736	0.0	0.0	0.0
ENSG00000056972	0.0	0.0	0.0
ENSG00000056998	0.0	0.0	0.0
ENSG00000057019	0.0	0.0	0.0
ENSG00000057149	0.0	0.0	0.0
ENSG00000057252	0.0	0.0	0.0
ENSG00000057294	0.0	0.0	0.0
ENSG00000057468	0.0	0.0	0.0
ENSG00000057593	0.0	0.0	0.0
ENSG00000057608	0.0	0.0	0.0
ENSG00000057657	0.0	0.0	0.0
ENSG00000057663	0.0	0.0	0.0
ENSG00000057935	0.0	0.0	0.0
ENSG00000058056	0.0	0.0	0.0
ENSG00000058085	0.0	0.0	0.0
ENSG00000058091	0.0	0.0	0.0
ENSG00000058262	0.0	0.0	0.0
ENSG00000058272	0.0	0.0	0.0
ENSG00000058335	0.0	0.0	0.0
ENSG00000058404	0.0	0.0	0.0
ENSG00000058453	0.0	0.0	0.0
ENSG00000058600	0.0	0.0	0.0
ENSG00000058668	1.0	0.0	0.0
ENSG00000058729	0.0	0.0	0.0
ENSG00000058799	0.0	0.0	0.0
ENSG00000058866	0.0	0.0	0.0
ENSG00000059377	0.0	0.0	0.0
ENSG00000059573	0.0	0.0	0.0
ENSG00000059728	0.0	0.0	0.0
ENSG00000059758	0.0	0.0	0.0
ENSG00000059804	0.0	0.0	0.0
ENSG00000059915	0.0	0.0	0.0
ENSG00000060069	0.0	0.0	0.0
ENSG00000060138	0.0	0.0	0.0
ENSG00000060237	0.0	0.0	0.0
ENSG00000060339	0.0	0.0	0.0
ENSG00000060491	0.0	0.0	0.0
ENSG00000060558	0.0	0.0	0.0
ENSG00000060566	0.0	0.0	0.0
ENSG00000060642	0.0	0.0	0.0
ENSG00000060656	0.0	0.0	0.0
ENSG00000060688	0.0	0.0	0.0
ENSG00000060718	0.0	0.0	1.0
ENSG00000060971	0.0	0.0	0.0
ENSG00000060982	0.0	0.0	0.0
ENSG00000061273	0.0	0.0	0.0
ENSG00000061337	0.0	0.0	0.0
ENSG00000061492	0.0	0.0	0.0
ENSG00000061656	0.0	0.0	0.0
ENSG00000061676	0.0	0.0	0.0
ENSG00000061794	0.0	0.0	0.0
ENSG00000061918	0.0	0.0	0.0
ENSG00000061938	0.0	0.0	0.0
ENSG00000061987	0.0	0.0	0.0
ENSG00000062038	0.0	0.0	0.0
ENSG00000062282	0.0	0.0	0.0
ENSG00000062485	0.0	0.0	0.0
ENSG00000062524	0.0	0.0	0.0
ENSG00000062598	0.0	0.0	0.0
ENSG00000062650	0.0	0.0	0.0
ENSG00000062716	0.0	0.0	0.0
ENSG00000062725	0.0	0.0	0.0
ENSG00000063046	0.0	0.0	0.0
ENSG00000063169	0.0	0.0	0.0
ENSG00000063176	0.0	0.0	0.0
ENSG00000063177	0.0	0.0	0.0
ENSG00000063180	0.0	0.0	0.0
ENSG00000063241	0.0	0.0	0.0
ENSG00000063244	0.0	0.0	0.0
ENSG00000063245	0.0	0.0	0.0
ENSG00000063322	0.0	0.0	0.0
ENSG00000063438	0.0	0.0	0.0
ENSG00000063515	0.0	0.0	0.0
ENSG00000063601	0.0	0.0	0.0
ENSG00000063660	0.0	0.0	0.0
ENSG00000063854	0.0	0.0	0.0
ENSG00000063978	0.0	0.0	0.0
ENSG00000064012	0.0	0.0	0.0
ENSG00000064199	0.0	0.0	0.0
ENSG00000064201	0.0	0.0	0.0
ENSG00000064205	0.0	0.0	0.0
ENSG00000064218	0.0	0.0	0.0
ENSG00000064225	0.0	0.0	0.0
ENSG00000064270	0.0	0.0	0.0
ENSG00000064300	0.0	0.0	0.0
ENSG00000064309	0.0	0.0	0.0
ENSG00000064313	0.0	0.0	0.0
ENSG00000064419	0.0	0.0	0.0
ENSG00000064490	0.0	0.0	0.0
ENSG00000064547	0.0	0.0	0.0
ENSG00000064601	0.0	0.0	0.0
ENSG00000064651	0.0	0.0	0.0
ENSG00000064655	0.0	0.0	0.0
ENSG00000064687	0.0	0.0	0.0
ENSG00000064692	0.0	0.0	0.0
ENSG00000064703	0.0	0.0	0.0
ENSG00000064726	0.0	0.0	0.0
ENSG00000064787	0.0	0.0	0.0
ENSG00000064835	0.0	0.0	0.0
ENSG00000064933	0.0	0.0	0.0
ENSG00000064961	0.0	0.0	0.0
ENSG00000064989	0.0	0.0	0.0
ENSG00000064995	0.0	0.0	0.0
ENSG00000065000	0.0	0.0	0.0
ENSG00000065029	0.0	0.0	0.0
ENSG00000065054	0.0	0.0	0.0
ENSG00000065057	0.0	0.0	0.0
ENSG00000065135	0.0	0.0	0.0
ENSG00000065150	0.0	0.0	0.0
ENSG00000065154	0.0	0.0	0.0
ENSG00000065183	0.0	0.0	0.0
ENSG00000065243	0.0	0.0	0.0
